Name,SMILES,LOG_SOL,LOG_HLM,LOG_RLM,LOG_MDR1_ER,LOG_HPPB,LOG_RPPB,cluster,ds
Mol1904,Cc1ccc(NC(=O)CN(C)C2CCCCC2)cc1S(=O)(=O)N(C)C,,2.635314822,3.587440541,0.160011797,,,54,train
Mol1905,CC(C)Oc1ccc(C#N)cc1NC1CCN(C)CC1,,0.675686709,2.000815707,0.400219268,,,44,test
Mol1906,CCc1cc(NS(C)(=O)=O)n(C)n1,,0.675686709,1.027920136,0.405509667,,,1094,train
Mol1907,Cc1ncc(-c2ccccn2)c(CCNC(=O)C2CCCC2)n1,,0.864392405,1.957583345,0.888055024,,,33,test
Mol1908,O=C(Nc1ccc2c(c1)N(CC(F)F)C(=O)CS2)C1CC=CC1,,1.721060047,2.591758923,-0.129820205,,,1396,train
Mol1909,Cc1nccc(NC(=O)c2ccc(Cl)nc2Cl)n1,,0.71941416,1.182072104,-0.261058419,,,328,test
Mol1910,O=c1c2ccccc2nnn1CCOc1ccc(F)cc1,,1.416840137,2.09252415,-0.376686055,,,598,train
Mol1911,COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,,1.245438634,2.897660624,2.025796101,,,1167,test
Mol1912,CC(C)[C@H]1C(=O)N[C@H](CO)Cc2cc(NC(=O)/C=C/C=C/c3ccc(C(F)(F)F)cc3)ccc2N1C,,2.696159732,2.642548601,1.747138352,,,1565,train
Mol1913,O=C(Nc1ccc(COC2CCCC2)cc1)N1CCC(CO)CC1,,0.675686709,2.517033502,0.744687037,,,350,train
Mol1914,COC[C@@H](O)Cn1c(C)nc2ccccc21,,0.675686709,1.027920136,0.154801589,,,744,train
Mol1915,c1nn(C2CCOCC2)cc1Nc1ncc2nnn(-c3ccc4cn[nH]c4c3)c2n1,,1.985754205,2.883853277,2.725057246,,,419,train
Mol1916,C1CN(c2nc3c(c(N4CCSCC4)n2)SCC3)CCS1,,2.099414736,3.183513834,-0.416802486,,,1000,train
Mol1917,Cc1cc(C)n2nc(C)c(C(=O)NCC3CC3)c2n1,,1.669707291,2.02382017,-0.139753256,,,9,test
Mol1918,CCN(CC)C(=O)CSCc1cncc(F)c1,,1.493959675,2.921820644,-0.148063596,,,876,train
Mol1919,Cc1ccc(S(=O)(=O)N2CCC(c3nnc(-c4cccnc4)o3)C2)cc1,,1.619958968,2.771756463,0.457125308,,,526,train
Mol1920,CC1(C)[C@H]2CC=C(CN3CCC4(CCC(=O)N4)CC3)[C@@H]1C2,,0.675686709,2.292278229,-0.083602143,,,1,train
Mol1921,O=C(c1cc(-c2ccc(F)cc2)on1)N1CC[C@H](O)[C@@H](Oc2ccccc2F)CC1,,1.685392372,2.777962291,-0.064752219,,,518,train
Mol1922,CC(C)c1nsc(N2CCC(Nc3cccnc3)CC2)n1,,1.419377405,2.60535246,-0.088306018,,,1336,train
Mol1923,COc1cccc(Oc2ccc(NC(=O)CN3CCOCC3)cn2)c1,,0.675686709,2.140545751,0.099768195,,,7,test
Mol1924,Cc1cc(C(F)(F)F)nc(CCNC(=O)N(C)Cc2c(C)noc2C)n1,,2.235629434,2.762027009,1.213987664,,,166,train
Mol1925,CC1(C)[C@H]2C[C@H]3Oc4c(ccc(O)c4C(=O)NCCNc4ccccn4)[C@H](O)[C@@]3(O)[C@@H]1C2,,2.507289031,3.30226186,1.388807282,,,514,train
Mol1926,CC(=O)Nc1ccc(CNCCOc2ccc(F)cc2F)cc1,,1.097500252,2.057768771,0.196041197,,,174,train
Mol1927,CCCc1cc(O)nc(SCC(=O)N2CCN(C)CC2)n1,,0.675686709,1.027920136,1.378416312,,,1481,train
Mol1928,CN1CCC(O)(CNS(=O)(=O)CC2CCCCC2)CC1,,0.675686709,2.588020584,0.46608173,,,53,train
Mol1929,COCCCNc1ncc(-c2cc(C)no2)c(C(C)C)n1,,1.523226042,3.77518235,-0.357944819,,,317,test
Mol1930,Nc1ccnc2ccc(Oc3ccccc3)cc12,,1.129722109,3.368232757,-0.313756709,,,770,train
Mol1931,Cc1ccc(-c2ccc(N(C)CCO)nn2)c(-n2cccn2)c1,,0.675686709,1.902051869,1.466549753,,,315,train
Mol1932,COc1ccc(-c2cc(C(C)(C)C)nc(-c3ncccn3)n2)cc1,,1.334534169,1.877739821,0.085830606,,,1179,train
Mol1933,O=C(CC[C@@H]1CCCN2CCCC[C@H]12)NCc1ncc(Cl)cn1,,0.675686709,1.575441879,1.528491865,,,841,train
Mol1934,Cc1nc2ncc3c(n2n1)CCCC3=O,,0.675686709,1.027920136,-0.123997434,,,393,train
Mol1935,O/N=C1/CCCc2c1cnc1ncnn21,,0.675686709,1.027920136,0.22309884,,,1016,train
Mol1936,CN(C)CCOc1cc(-c2cn[nH]c2)ccc1NC(=O)C1COc2ccccc2O1,,1.298743943,2.839462963,1.506248698,,,1214,train
Mol1937,CCc1cc(CNC(=O)Nc2ccc(N3CCSCC3)cc2)on1,,1.554755591,3.155026758,1.282203798,,,1450,test
Mol1938,CCCN(CCC1=CCCCC1)C(=O)Cc1n[nH]c(=O)[nH]1,,0.675686709,3.10539538,1.051398713,,,388,train
Mol1939,C/C(=C/COc1c2occc2cc2ccc(=O)oc12)CO,,1.261286665,2.645545073,-0.179355496,,,1738,train
Mol1940,Cc1cc(-c2nc(N(C)C)no2)cc(O)n1,,0.675686709,1.501114059,-0.138873218,,,1877,train
Mol1941,CCc1cnccc1C(=O)Nc1cnccn1,,0.675686709,1.234871459,-0.115419761,,,780,train
Mol1942,CN(C)c1nccc(N2CCN(CCCCCF)CC2)n1,,1.510477984,3.159829375,-0.378241575,,,958,train
Mol1943,CC(=O)NC1CCC(NCCc2c(C)cccc2C)CC1,,0.675686709,3.055740984,1.296131011,,,33,test
Mol1944,Cc1nnc2ncc(-c3cccc4ccnn34)cn12,,0.969741977,1.598910824,-0.330017864,,,409,train
Mol1945,O=C(CC/C=C/c1ccccc1)Nc1ccccc1N1CCOC1=O,,1.51263104,2.889610922,0.389792404,,,1235,test
Mol1946,COc1cc(CN2C[C@H]3CCc4c(nc(C)[nH]c4=O)[C@H]3C2)cc(OC)c1OC,,0.675686709,1.027920136,1.676461299,,,1805,train
Mol1947,Cc1ccnc(NCc2cccnc2)n1,,0.675686709,1.217904874,-0.224712913,,,20,test
Mol1948,CC(=O)N1CCN([C@H]2CCN(C(=O)c3cc4cc(Cl)ccc4o3)CC[C@@H]2O)CC1,,0.905148002,1.986426848,1.577937842,,,129,test
Mol1949,c1nc(N2CCC3(CCCCC3)C2)c2cn[nH]c2n1,,0.920801382,2.851225317,-0.096903631,,,588,test
Mol1950,CC(C)(C)CCCNC(=O)N1CCN(Cc2ccon2)CC1,,1.233046902,2.794642079,0.176130508,,,25,test
Mol1951,COc1ccc(-c2nn(C)c3ccccc23)c(OC)c1OC,,1.97966672,3.102548267,-0.288078559,,,745,train
Mol1952,COCC1(CNC(=O)c2cc(Cl)cnc2O)CCC1,,1.212453961,2.676555528,0.751288733,,,197,test
Mol1953,COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1,,1.124764984,2.396649106,1.04007604,,,169,train
Mol1954,CCSCCC(=O)NCCn1nc(C)c(CC)c1C,,2.164974107,3.187317062,0.39658859,,,232,train
Mol1955,Cc1cccc(NCCc2cc(F)cc3c2OCOC3)n1,,2.598512557,3.714726815,-0.426916303,,,1106,train
Mol1956,COCC1(CNS(=O)(=O)c2ccc3[nH]cnc3c2)CCC1,,1.21031852,2.934497441,1.515902572,,,1089,train
Mol1957,Clc1ccc(CSc2nc(-c3ccccc3)c[nH]2)cn1,,2.360279033,3.458937447,-0.206768914,,,164,train
Mol1958,CCc1ccccc1S(=O)(=O)NCCc1cn[nH]c1,,1.541891125,2.726353865,0.423722702,,,177,test
Mol1959,Fc1ccc(CN2CCCN(c3ccc4nnnn4n3)CC2)cc1,,1.504457269,2.792201119,-0.217184651,,,436,train
Mol1960,CC(C)c1nnc(CN(C(C)C)C2CCOCC2)o1,,0.829175074,2.343310103,-0.031695128,,,969,test
Mol1961,CNc1ncc(CN(C)CCN2CCCCC2)cn1,,0.823343791,1.757213769,0.053952319,,,103,test
Mol1962,C#CCOc1ccc(OC)cc1C(N)=O,,1.139942023,1.8650862,-0.144326242,,,366,test
Mol1963,Cc1cc(C)nc(N2Cc3ccccc3C2=N)n1,,1.391552567,3.066215194,-0.09327523,,,985,train
Mol1964,O=C(O)c1csc(Cc2ccc(Cl)cc2)n1,,0.675686709,1.027920136,-0.398284754,,,183,train
Mol1965,CCOc1cc(N(C)CC2CCN(C)CC2)ncn1,,1.303044784,2.748801035,0.191139745,,,968,test
Mol1966,O=C(c1cc(F)ccc1F)N1CCN(C(=O)C2CC2)CC1,,0.675686709,1.295984701,0.082084111,,,14,test
Mol1967,Cc1ccnc(N2CCC(OCC3CCCC3)CC2)n1,,2.033697114,3.771624148,-0.288342661,,,228,train
Mol1968,Fc1cc(Br)ccc1CNCc1ccccn1,,1.423032772,2.648480035,1.078920472,,,305,test
Mol1969,CN(CCSc1ccc2nnnn2n1)Cc1ccccc1,,1.810575247,1.027920136,-0.365291517,,,278,train
Mol1970,Cc1cccc(NCCN2C(=O)CCC2=O)n1,,0.675686709,1.697891616,-0.175575729,,,675,test
Mol1971,Cc1ncsc1CNc1nnc(-c2ccncc2)o1,,0.949438801,1.788627886,0.573634154,,,309,test
Mol1972,c1ccc(-c2nc(CSc3ccc(-n4cccn4)nn3)cs2)cc1,,1.875755579,2.622862389,-0.266737675,,,605,test
Mol1973,CCS(=O)(=O)N(C)c1ccc(N(C)C)cc1,,0.675686709,3.474097618,-0.237408633,,,811,train
Mol1974,Cc1ccc(CN)c(-n2cc(Cl)cn2)n1,,0.675686709,1.437433444,-0.401765315,,,982,train
Mol1975,Cc1nccc(NC(=O)c2ccncc2Cl)c1Cl,,1.327318058,1.892762235,-0.137282978,,,328,test
Mol1976,COC(=O)c1cccc2c1CCCN2C(=O)c1ccc(F)cc1F,,3.060029646,3.301822511,-0.149727787,,,490,train
Mol1977,CCc1nc(CNc2ccc(C#N)nc2)cs1,,0.675686709,2.035977764,-0.254673384,,,155,train
Mol1978,O=c1oc2cccnc2n1Cc1ccccn1,,0.675686709,1.027920136,0.395659597,,,453,train
Mol1979,Cc1cc(Nc2ccc(F)cn2)cc(C2CCN(C(=O)COc3ccccc3)C2)n1,,2.02619812,2.821966583,1.190256515,,,11,train
Mol1980,CC(C)CCCNC(=O)c1[nH]ncc1Br,,1.217957462,2.870509832,-0.237628743,,,1104,train
Mol1981,COc1cccc(C)c1C(=O)N[C@H](CO)CCSC,,1.512324113,2.869796522,0.230012917,,,181,train
Mol1982,N#Cc1cccc(CNCc2ccccn2)c1,,0.675686709,1.481084152,-0.256699694,,,305,test
Mol1983,CC(=O)N(C)[C@H]1CC2(CCN(C(=O)COc3ccc(F)cc3F)CC2)OC[C@]1(C)O,,0.675686709,1.188394071,1.174559267,,,548,train
Mol1984,O=C(CCc1cn[nH]c1)NCCCn1cc(Cl)cn1,,0.675686709,1.446148676,1.25745022,,,491,train
Mol1985,Cc1nn(C)c(C)c1-c1cc(C(C)(C)C)nc(N(C)C)n1,,1.712683367,2.563052513,-0.208299638,,,381,train
Mol1986,C[C@@H](NC(=O)N1CCC2(CCOCC2)CC1)c1ccc(F)cc1,,0.79190108,2.375389236,0.365642901,,,470,train
Mol1987,CSc1ncccc1C(=O)Nc1ccc(-c2nnc(C)[nH]2)cc1,,0.675686709,1.644162759,0.842301128,,,32,test
Mol1988,CCc1c(C(=O)N2CC[C@@](O)(CC(C)C)[C@@H](Oc3ccc(F)cc3)C2)[nH]c2ccc(C)cc12,,2.014948742,3.111775834,0.618089766,,,254,train
Mol1989,COc1cccc(Cn2cnc3c(c2=O)COCC3)c1Cl,,0.756940236,2.139690222,-0.045717244,,,1256,train
Mol1990,CN(Cc1cnc2ccccc2n1)S(=O)(=O)N1CCCC1,,1.124112792,3.203587918,-0.153579411,,,47,test
Mol1991,CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@@H]1O[C@@H](n2ccc3c(N)ncnc32)[C@H](O)[C@H]1O,,2.272465891,3.284991458,0.781848009,,,284,train
Mol1992,CCN1CCC(CCNc2ncc(C)c(N(C)C)n2)CC1,,0.675686709,2.509163528,1.061672147,,,103,test
Mol1993,Cc1cc(C(=O)N(C)CCCC2CCCC2)cc(C)n1,,1.8057998,3.752342439,-0.10658485,,,9,test
Mol1994,CC(=O)N1CCC2(C=Cc3cc(C)c(C)cc3O2)CC1,,1.092194121,3.00812048,-0.23750305,,,1496,train
Mol1995,Cc1ccc(=O)n(CCOc2cc(F)cc(Br)c2)n1,,2.146531122,2.954910808,-0.224540134,,,297,train
Mol1996,COCC(=O)Nc1cc(C#N)cn1C(C)(C)C,,0.675686709,1.18568378,0.111864834,,,1598,train
Mol1997,Cn1nc(CNC(=O)C2CCC2)c2ccccc21,,1.097847077,2.167323243,-0.179136093,,,33,test
Mol1998,COc1nc2c(cc1CNC(=O)N1CCC[C@@H]1CO)C(=O)N(C1CCCC1)C2,,0.931762888,1.839320894,1.892889814,,,1415,train
Mol1999,CN(Cc1ccc(N)nc1)c1nc(C(F)(F)F)cs1,,0.675686709,2.066150681,-0.223514412,,,75,train
Mol2000,CC(C)c1nnc(CNc2ncc(Br)cn2)n1C,,0.675686709,1.027920136,0.642695019,,,351,train
Mol2001,Cn1cc(CN2CCc3nc4ccccc4c(=O)n3CC2)cn1,,0.675686709,1.298460069,0.443558806,,,61,test
Mol2002,Cc1cc(-c2cn(C)nc2[C@H]2CC[C@H](CNC(=O)C(C)C)CC2)on1,,0.675686709,2.428572109,1.481722098,,,352,train
Mol2003,NC(=O)CN1CCC(COc2ccccc2C(F)(F)F)CC1,,1.110252917,3.044293538,-0.280470764,,,242,train
Mol2004,Nc1nnc(SCCSC2CCCCC2)n1C1CC1,,1.685410295,2.76529593,0.581109864,,,464,train
Mol2005,Cc1cccnc1CN1CCC(O)(c2ccccc2)CC1,,0.692670699,2.834842076,-0.018504533,,,557,test
Mol2006,CCc1nccn1Cc1nc(N)nc(N(C)C)n1,,0.675686709,1.239149265,1.266501095,,,1518,test
Mol2007,O=C(Nc1ccccn1)c1ccc2c(c1)C(=O)N(C1CCCCC1)C2=O,,1.070222633,2.89828573,-0.405688099,,,508,train
Mol2008,CC1(C)CC(CC(=O)NCCn2ccnn2)CC(C)(C)N1,,0.675686709,1.027920136,-0.730196804,,,339,test
Mol2009,Cc1nc(NCc2cn(C)nc2-c2cccs2)n(C)n1,,0.675686709,1.445370649,1.104002166,,,20,test
Mol2010,CC(=O)NC[C@H]1C[C@]2(C)[C@@H](CCCC[C@]2(C)O)N1CC1(O)CCOCC1,,0.953276337,1.614433159,0.975661664,,,35,train
Mol2011,CCc1cc(CNC(=O)NC2CCN(CC3CCCCC3)CC2)on1,,0.675686709,1.905153405,1.425657377,,,40,train
Mol2012,Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2[nH]c(C#N)cc12,,2.044755286,2.235889367,0.714392927,,,125,train
Mol2013,Cc1cc(Nc2cc(N)ncn2)c(=O)n2c1C(=O)NC21CCCCC1,,0.675686709,1.393627842,1.406425715,,,1706,test
Mol2014,Cc1ccnc(-n2nccc2NC(=O)NC2(C)CCC2)c1,,1.862137345,2.969096132,-0.237640073,,,1690,train
Mol2015,CCOC(=O)c1cccnc1SCc1cccnc1,,2.46652954,3.099884622,-0.189637188,,,168,train
Mol2016,O=c1c2ccccc2cnn1Cc1cccc(OCC(F)(F)F)c1,,0.675686709,1.710091967,1.554997835,,,370,train
Mol2017,O=c1c2oc3ccccc3c2ncn1Cc1ccc(Cl)cc1,,2.011049993,2.957348165,-0.241688712,,,170,train
Mol2018,Cc1cc(NC(=O)[C@H](C)N(C)C)c2ccccc2n1,,0.983536082,2.03661692,-0.089830392,,,51,train
Mol2019,CC(=O)N1c2ccc(S(=O)(=O)Nc3cccc(-c4cnco4)c3)cc2CC1C,,1.830165073,2.438528109,1.058844114,,,89,train
Mol2020,Cc1cc(Nc2nnc(C)s2)cc(C2CN(C(=O)c3c(C(C)C)noc3C)CCO2)n1,,1.352876834,2.178170885,1.734720613,,,27,train
Mol2021,COc1ccc2nc(C)nc(NCc3ncc(C)o3)c2c1,,1.371751107,2.471197799,0.141299447,,,369,test
Mol2022,CC(C)c1cc(N(C)Cc2nc(C3CC3)n[nH]2)n[nH]1,,0.675686709,1.565186432,1.206389736,,,963,train
Mol2023,Cc1nsc(NCc2cncs2)n1,,0.675686709,1.226135722,-0.165109904,,,726,train
Mol2024,CCCc1noc2nc(-c3ccncc3)cc(C(=O)O)c12,,0.675686709,1.258254054,-0.075179316,,,113,train
Mol2025,CC(C)n1cnnc1-c1cccc(N2Cc3ccc(Br)cc3C2=O)n1,,0.778946728,1.744605875,0.415638664,,,897,train
Mol2026,CC(C)OCCS(=O)(=O)N1CCc2ccccc2CC1,,2.126686508,3.496730851,-0.17624029,,,243,test
Mol2027,COC(=O)CCCNC(=O)CN1CCC(C(=O)c2ccc(C)cc2C)CC1,,2.809258634,3.280152289,0.517360549,,,561,train
Mol2028,COc1cc(Br)c2c(=O)[nH]c(C)nc2c1,,1.142702246,2.170801314,-0.160586357,,,368,train
Mol2029,CSc1nnc(CCCNc2cc(C)ccn2)n1C1CCCC1,,2.141380783,3.508117314,1.260250319,,,995,train
Mol2030,CC(=O)N1CCN(Cc2nc(O)cc(C(F)(F)F)n2)C(C)(C)C1,,0.675686709,1.027920136,1.424663435,,,386,test
Mol2031,CNCc1cc(N(C)C)nc(C2CCCN2C(=O)COc2ccc(F)cc2)n1,,0.675686709,2.388197148,1.669440592,,,121,train
Mol2032,Cc1ncsc1-c1cncc(CC2CCCN(C)C2)n1,,1.504946355,2.032151179,-0.013310983,,,1014,train
Mol2033,CC(=O)NCCCC(=O)Nc1ccc(Oc2ccccc2Cl)cc1,,0.982904118,2.858805992,0.9163842,,,651,train
Mol2034,COC(C)(C)C(=O)Nc1ccnc(C(C)(C)C)n1,,1.036229544,2.023737939,-0.222284545,,,1873,test
Mol2035,CCCN(CCC1=CCCCC1)C(=O)c1cc(C(F)F)n[nH]1,,1.819023787,3.298136445,-0.403187661,,,388,train
Mol2036,COc1cccc(C(=O)Nc2nccs2)c1,,2.03616961,2.781770449,-0.250236636,,,293,test
Mol2037,CCC(CC)N1CC[C@H](O)[C@@](O)(COc2cc(C)ccc2Cl)C1,,2.569262688,3.667870235,0.07209103,,,11,train
Mol2038,CSc1ccc(C)c(C(=O)NCCN2CCC(C)CC2)c1,,1.597168449,3.242039762,-0.075309863,,,561,train
Mol2039,Cc1cnn(CCNC(=O)C2(Cn3cccn3)CC2)c1,,1.008046306,2.03343984,0.785978429,,,521,test
Mol2040,C[C@@H]1CN(Cc2ccccc2)C[C@H]1c1nc2c(cnn2C2CCOCC2)c(=O)[nH]1,,1.559798935,2.506747142,1.153875075,,,1282,train
Mol2041,CNCc1cc(N(C)C)nc(C2CCCN2C(=O)C2CCCC2)n1,,0.675686709,2.396668271,1.658677005,,,17,train
Mol2042,CNCc1cc(N(C)C)nc(C2CCCN2C(=O)c2ccccc2-c2ccccc2)n1,,1.488790358,2.358298512,1.815801884,,,121,train
Mol2043,CCn1nccc1-c1cc(C)nc(N2CCCC2)n1,,2.059608852,2.599547947,-0.193182682,,,127,train
Mol2044,c1ccc(NCc2ccc3c(c2)OCCCO3)nc1,,1.823089323,3.851427568,-0.154453852,,,303,test
Mol2045,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,,1.991761966,3.581057068,-0.290368309,,,802,train
Mol2046,c1ccc(N2CCOCC2)c(CNc2cc(N3CCCC3)ncn2)c1,,2.278454063,3.181840445,0.32079367,,,1268,test
Mol2047,c1cc(-c2nnc(NCc3cncs3)o2)ccn1,,0.675686709,1.96109347,0.27875449,,,309,test
Mol2048,CC1=CCN(C(=O)c2cc(C)nc3cc(C)cc(C)c23)CC1,,1.990023455,3.329441815,0.011859022,,,123,train
Mol2049,Cc1nc2n(c1CN1CCN(c3ncccn3)CC1)CCCC2,,1.463370327,3.072682506,0.872118832,,,1526,train
Mol2050,O=C(Nc1ccn(CC(F)F)n1)NC1CCN(C2CCCC2)CC1,,0.675686709,1.027920136,1.540839973,,,204,test
Mol2051,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@@H]2O)N(C)C1,,1.123721006,1.946098397,0.400129998,,,840,train
Mol2052,CCc1nc(CN2CCC(=O)Nc3cc(F)ccc32)n[nH]1,,0.675686709,1.207795885,1.167842791,,,397,train
Mol2053,CCCNC(=O)C1(NCc2csnn2)CCCCC1,,0.870228279,2.180630442,0.457563327,,,357,train
Mol2054,O=c1c2ccncc2ncn1[C@H]1CCN(Cc2ccccc2)C1,,1.353800865,2.901184144,-0.354224788,,,128,test
Mol2055,Cc1nc(-c2cccc(-c3ccc(C(=O)NC[C@@H]4CCCN4)cc3)c2)no1,,0.675686709,1.479258507,2.054339982,,,1312,train
Mol2056,C[C@@H]1NC(=O)N(CCC2Cc3ccccc3C2)C1=O,,0.675686709,2.285147574,-0.112669129,,,1041,train
Mol2057,NC[C@@](O)(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1,,0.675686709,1.447778009,0.20717264,,,877,train
Mol2058,COCCc1n[nH]c(-c2ccc(N3CCN(C)CC3)cc2)n1,,0.675686709,1.698848385,0.876785449,,,222,train
Mol2059,CCCn1cc(NC(=O)Nc2ccc(N3CCSCC3)cc2)cn1,,1.647431874,2.907583862,0.856286561,,,70,test
Mol2060,CO[C@H]1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(NCCN(C)C)=C(C[C@@H](C)C[C@@H](OC)[C@@H](O)[C@@H](C)/C=C(\C)[C@H]1OC(N)=O)C2=O,,1.32255006,1.866807,1.788852693,,,338,train
Mol2061,COc1cccc(F)c1NC(=O)N1CCC(N2CC=CC2)CC1,,0.675686709,2.560247466,0.91615109,,,520,train
Mol2062,O=C(NCCN1CCc2ccccc2C1=O)c1ccon1,,0.675686709,1.750438964,0.072906032,,,1112,train
Mol2063,Cc1nnc2ncc(-c3cccc(-c4ccnn4C)c3)cn12,,0.675686709,1.49159979,-0.03202529,,,409,train
Mol2064,O=C(Cn1cc(NCc2cccc(Cl)c2)cn1)N1CCOCC1,,0.770999205,1.856849679,0.627160407,,,566,test
Mol2065,COc1nc2c(cc1CNC(=O)N1CC[C@@H](O)C1)C(=O)N(C1CCCC1)C2,,0.675686709,1.027920136,1.505514183,,,255,train
Mol2066,CCc1nc(N2CC(CO)C2)c2ccsc2n1,,1.030963842,1.698917886,0.124744623,,,1053,train
Mol2067,CCc1c(C(=O)NCCc2ccc(N3CCCCC3)cc2)[nH]c2ccc(Cl)cc12,,1.607186857,2.684616489,-0.238843529,,,1466,test
Mol2068,CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(N[C@H]4CC[C@@H](O)CC4)c3)c2C1,,1.678964281,2.032219736,2.035451507,,,579,test
Mol2069,O=C(c1cn(Cc2cncn2Cc2ccc(Br)cc2)cc1-c1cccc2ccccc12)N1CCOCC1,,2.17634597,3.303574442,1.357427307,,,130,train
Mol2070,Clc1ccc2c(NCCN3CCOCC3)ncnc2c1,,1.066661302,2.329078398,0.135542858,,,136,train
Mol2071,O=C(NCc1cccs1)c1cccnc1,,0.675686709,1.027920136,-0.207369073,,,188,train
Mol2072,COc1cc(OC)cc(-c2c(C)ncnc2OC)c1,,0.675686709,2.030190734,-0.12524595,,,302,train
Mol2073,O=C(Cc1cccnc1)Nc1ncccc1Cl,,0.675686709,1.492886051,-0.152337665,,,192,train
Mol2074,CC(=O)N1CCN([C@H]2CCN(C(=O)c3cc4cc(C)ccc4o3)CC[C@@H]2O)CC1,,0.861952375,2.18355738,1.589307341,,,129,test
Mol2075,O=C(NCc1nc(-c2cnccn2)n[nH]1)C1Cc2ccccc2C1,,0.675686709,1.278845022,0.942134786,,,188,train
Mol2076,COc1cc2nn(CCC(C)(C)O)cc2cc1NC(=O)c1ccn(C(F)F)n1,,1.271562825,1.027920136,1.007757206,,,84,test
Mol2077,CC(C)(O)CCn1cc2cc(NC(=O)c3cccc(C(F)F)n3)c(OCC3COC3)cc2n1,,0.892094603,1.858140016,1.068074652,,,208,train
Mol2078,CC(C)(O)CCn1cc2cc(NC(=O)c3ccn(C(F)F)n3)c(OCC3COC3)cc2n1,,0.675686709,1.124927879,1.071218118,,,208,train
Mol2079,CNC(=O)c1ccc(N2CCCc3cc(OC)ccc3C2)nn1,,1.073168262,2.93425346,-0.052542282,,,225,train
Mol2080,C[C@H](c1nc(=O)c2cnn(C3CCOCC3)c2[nH]1)N1CC(Oc2ccccc2)C1,,1.438194141,2.206599228,0.981146653,,,1281,train
Mol2081,CCN1CCN(C(=O)CNc2ncnc3onc(C)c23)CC1,,0.675686709,1.027920136,0.565635584,,,551,train
Mol2082,O=C(NN1CCOCC1)c1ccc(Cl)c(Cl)c1,,0.675686709,1.027920136,-0.160548299,,,701,train
Mol2083,O=C(CCCC(=O)N1CCN(c2nsc3ccccc23)CC1)Nc1nccs1,,1.867673685,2.709309826,1.04995167,,,1215,test
Mol2084,O=C1CCC(=O)N1CCSc1ncc(-c2ccc(F)cc2)[nH]1,,1.551815822,2.855272561,0.379230874,,,1635,test
Mol2085,Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,,1.380428335,1.874377435,0.063879255,,,1883,train
Mol2086,COc1ccc(CC2CN3CCN(C(=O)OCc4ccccc4)CC3CO2)cc1,,1.521504202,2.935136799,-0.098326578,,,1200,train
Mol2087,Cc1ncc(-c2ccc(C)c(S(=O)(=O)NCc3cnn(C)c3C)c2)o1,,2.247226718,3.138216778,1.562110112,,,477,train
Mol2088,Cc1noc(C)c1-c1cc(-c2ccccc2Cl)nc(C2CC2)n1,,1.338536173,2.160243372,-0.287221652,,,234,train
Mol2089,CNCc1cc(N(C)C)nc(C2CCCN2C(=O)COC)n1,,0.675686709,1.027920136,0.703676119,,,17,train
Mol2090,CCCc1ccc(-c2cccc(C(=O)N3CCN(CC(N)=O)CC3)c2)cc1,,1.09961159,2.849214197,0.917324704,,,544,train
Mol2091,C[C@@]12CCCN1C(=O)[C@H](C1CCCCC1)NC2=O,,0.675686709,1.317143662,0.422355471,,,847,train
Mol2092,Cc1nc(C)c(CNc2ncnn2C)s1,,0.675686709,1.352143912,0.601984303,,,158,test
Mol2093,CC(=O)c1ccccc1-c1cccc(C(=O)NCCCN2CCCC2)c1,,0.675686709,2.870664872,2.124927356,,,482,train
Mol2094,CN1CCC(Cc2cccc(-c3nccs3)n2)C1,,1.633205779,3.306892099,0.066119855,,,1010,train
Mol2095,COCCCNc1nnc(-c2ccncc2)s1,,1.123165371,1.924542885,-0.184477522,,,650,train
Mol2096,O=c1cc2c(n[nH]1)-c1cnc(N3CCCCC3)nc1CC2,,0.68690427,2.039826404,-0.248334943,,,122,train
Mol2097,CC(C)N(C)S(=O)(=O)N1CCC(CNC(=O)CCCn2cccn2)CC1,,1.212400703,2.455434186,1.762874233,,,1203,train
Mol2098,Oc1ccc2nc(/C=C/c3csnn3)ccc2c1Cl,,1.997316472,2.380290855,-1.162425008,,,360,test
Mol2099,CC1=C(C(=O)Nc2cc3cn[nH]c3cc2F)C(c2ccc(C(F)(F)F)cc2)CC(=O)N1,,1.707493529,2.078300908,1.750760612,,,1881,train
